Customer_ID,Age,Purchase_Date,Product_Category,Purchase_Amount,Quantity,Discount_Percentage,Shipping_Days,Customer_Satisfaction,Return_Status,Payment_Method,Region
1187,23,19-08-24,Electronics,63.22,9,25,3,4,Not Returned,PayPal,Central
1314,57,03-12-24,Home,99.93,3,20,18,3,Not Returned,Debit Card,Central
1137,21,14-01-24,Sports,157.61,2,10,17,3,Not Returned,Debit Card,West
1279,66,27-05-24,Sports,49.33,8,0,21,5,Not Returned,Credit Card,West
1133,68,29-03-23,Books,25.52,2,15,11,3,Not Returned,Debit Card,South
1070,31,21-12-24,Home,72.73,8,15,17,4,Not Returned,PayPal,South
1092,67,04-06-24,Sports,31.19,6,15,,2,Not Returned,Debit Card,East
1401,29,17-03-23,Clothing,47.56,6,20,5,4,Not Returned,UPI,East
1121,44,12-08-24,Clothing,56.46,4,15,86,4,Not Returned,Credit Card,East
1184,59,02-10-24,Clothing,239.7,4,10,2,1,Not Returned,Credit Card,South
1417,22,03-08-23,Electronics,44.79,8,25,9,1,Not Returned,Credit Card,Central
1244,55,28-09-23,Books,64.02,6,15,23,4,Not Returned,PayPal,Central
1346,21,25-03-24,Clothing,103.83,1,15,19,5,Not Returned,Credit Card,West
1377,37,08-09-24,Electronics,25.65,8,10,15,1,In Process,Debit Card,West
1390,48,11-08-24,Books,32.94,9,10,15,4,Returned,Debit Card,East
1144,41,08-08-23,Books,592.12,8,10,19,4,Not Returned,Credit Card,Central
1210,65,28-04-23,Books,34.2,5,5,8,,Not Returned,Debit Card,West
1318,48,07-05-23,Home,59.32,8,10,9,4,Not Returned,Credit Card,South
1249,72,04-12-24,Home,22.94,5,10,6,4,Not Returned,Debit Card,East
1182,,24-03-23,Electronics,41.23,3,0,16,1,Not Returned,Debit Card,Central
1230,62,05-04-24,Home,40.55,6,10,14,3,Not Returned,PayPal,West
1226,40,28-06-23,Clothing,33.46,7,20,11,5,Not Returned,Credit Card,East
1163,71,07-04-24,Home,97.96,8,25,3,2,Not Returned,Debit Card,East
1116,67,28-09-24,Books,68.14,4,0,19,3,Not Returned,Debit Card,North
1236,20,11-06-24,Books,29.14,3,20,29,4,Not Returned,Credit Card,West
1122,68,16-10-24,Sports,24.6,6,5,6,3,Not Returned,Credit Card,Central
1006,37,24-04-23,Home,67.98,3,15,26,,Not Returned,PayPal,East
1447,57,20-12-24,Electronics,72.62,5,25,6,2,Returned,Debit Card,East
1487,,03-02-23,Sports,38.06,4,10,6,4,Not Returned,Debit Card,East
1429,56,14-09-23,Electronics,25.5,9,20,22,5,Not Returned,UPI,West
1096,61,27-12-23,Books,35.67,8,5,13,5,Not Returned,Credit Card,North
1176,49,08-05-23,Electronics,34.9,8,15,11,4,Returned,Credit Card,Central
1073,18,05-01-23,Home,52.05,7,5,18,3,Not Returned,Credit Card,Central
1079,66,19-09-23,Electronics,113.15,2,25,19,1,Not Returned,PayPal,South
1332,68,07-07-24,Sports,68.31,6,10,24,3,Not Returned,Debit Card,North
1300,72,04-03-23,Home,392.09,7,0,21,3,Not Returned,Credit Card,North
1478,39,09-02-24,Home,56.8,9,0,22,3,In Process,UPI,South
1100,74,20-03-23,Books,20.58,5,25,21,3,Returned,Credit Card,North
1105,32,24-10-24,Clothing,671.2,5,25,5,4,Not Returned,UPI,West
1349,50,01-10-23,Books,20.92,1,20,2,1,Returned,PayPal,West
1181,22,06-09-23,Home,47.71,2,15,,1,Not Returned,Credit Card,West
1038,43,13-03-23,Books,21.12,5,25,21,5,Returned,Debit Card,Central
1166,,01-09-24,Books,60.52,3,25,13,3,Not Returned,UPI,West
1376,19,21-08-23,Books,719.02,4,5,10,5,Not Returned,Credit Card,East
1019,42,12-11-23,Clothing,154.43,4,0,,4,Not Returned,Debit Card,South
1208,47,29-04-24,Books,116.34,4,15,13,,Not Returned,PayPal,West
1466,56,01-10-23,Books,90.56,4,10,10,5,Not Returned,PayPal,Central
1016,68,14-05-23,Clothing,184.83,2,25,18,1,Not Returned,Credit Card,West
1020,19,01-08-23,Books,25.41,2,20,29,1,Returned,PayPal,West
1461,64,27-03-23,Books,78.56,3,5,13,4,Not Returned,Credit Card,South
1254,74,20-08-23,Home,50.09,3,20,13,3,Not Returned,Debit Card,Central
1123,51,21-08-23,Electronics,41.59,5,0,23,5,Not Returned,UPI,Central
1064,54,18-09-23,Clothing,226.69,3,15,15,3,Not Returned,PayPal,South
1369,22,23-05-23,Books,35.92,8,20,29,3,Not Returned,PayPal,East
1381,34,28-03-23,Sports,53.04,8,0,,3,Not Returned,UPI,West
1481,22,04-04-24,Books,90.38,8,20,14,1,Not Returned,Credit Card,West
1136,46,24-08-23,Electronics,21.6,7,0,18,1,Not Returned,UPI,East
1437,32,23-02-23,Home,39.53,9,5,13,5,Not Returned,UPI,East
1155,68,20-12-24,Clothing,23.11,3,10,13,2,Not Returned,UPI,East
1416,54,24-11-23,Clothing,33.19,5,20,,3,Not Returned,Credit Card,East
1238,40,18-01-23,Home,21.87,8,15,27,5,Returned,PayPal,Central
1446,70,22-11-24,Electronics,126.05,1,0,28,2,Not Returned,PayPal,East
1204,74,17-10-24,Books,29.9,8,25,5,1,Not Returned,Credit Card,Central
1298,23,07-06-23,Electronics,25.64,4,20,14,1,Not Returned,Debit Card,North
1337,25,16-09-24,Books,52.62,4,25,5,1,Returned,UPI,North
1289,73,29-07-23,Electronics,62.27,6,5,4,,Not Returned,PayPal,South
1091,20,29-03-23,Sports,48.13,5,10,27,3,Returned,Debit Card,East
1052,23,19-07-24,Electronics,24.3,2,0,21,3,Not Returned,Credit Card,Central
1392,22,29-10-23,Electronics,67.21,8,0,9,3,Not Returned,PayPal,North
1382,26,23-05-24,Home,101.99,6,5,13,3,Not Returned,PayPal,North
1086,56,26-08-23,Electronics,99.61,5,15,,4,Not Returned,Debit Card,South
1119,47,13-10-24,Clothing,20.49,3,0,12,2,Not Returned,Credit Card,North
1037,38,11-08-23,Home,21.24,8,20,22,1,Not Returned,PayPal,Central
1167,57,23-08-23,Books,83.51,7,0,15,5,Not Returned,Credit Card,Central
1492,69,28-03-24,Books,60.35,5,25,24,3,Not Returned,Debit Card,North
1480,27,17-01-24,Electronics,24.67,3,0,4,2,Not Returned,PayPal,East
1067,36,13-04-23,Clothing,33.07,4,25,4,3,Not Returned,UPI,East
1422,42,30-07-24,Clothing,79.4,5,15,4,3,Not Returned,Credit Card,North
1327,71,09-02-24,Clothing,43.36,1,20,18,3,Not Returned,Credit Card,North
1047,52,16-08-23,Electronics,50.02,7,20,26,2,Not Returned,Debit Card,Central
1099,47,19-01-23,Home,50.37,1,0,22,5,Not Returned,UPI,North
1371,27,15-03-23,Sports,26.5,4,15,28,3,Not Returned,Credit Card,East
1469,46,13-06-23,Home,99.35,8,10,15,1,Not Returned,Debit Card,West
1299,23,30-03-24,Sports,73.62,1,15,20,3,Not Returned,Credit Card,South
1156,64,26-06-23,Clothing,34.19,8,10,89,4,Not Returned,Debit Card,South
1464,69,01-03-24,Clothing,25.08,5,15,22,3,Not Returned,Credit Card,South
1389,47,01-07-24,Home,127.8,6,5,4,4,Not Returned,PayPal,West
1310,72,17-07-23,Books,39.8,8,15,12,3,Not Returned,Debit Card,North
1363,,01-12-23,Electronics,38.36,4,5,19,3,Not Returned,Credit Card,North
1378,18,17-01-23,Electronics,61.89,9,0,23,5,Returned,Credit Card,North
1479,19,08-12-24,Home,68.85,8,15,17,3,Not Returned,Debit Card,East
1229,19,13-10-24,Electronics,56.67,9,20,3,5,Returned,Debit Card,North
1031,18,19-03-24,Books,122.61,3,15,5,1,Not Returned,UPI,East
1109,19,17-06-23,Clothing,22.02,1,15,9,5,Not Returned,PayPal,South
1085,25,16-08-23,Books,67.94,7,20,5,4,Not Returned,PayPal,South
1473,54,01-02-23,Books,28.27,4,20,13,4,Not Returned,Debit Card,East
1153,65,16-04-23,Books,85.76,7,20,8,1,Not Returned,PayPal,East
1347,36,08-04-24,Home,83.31,6,20,9,,Not Returned,Debit Card,Central
1270,35,03-08-23,Electronics,27.52,1,15,21,4,Not Returned,UPI,West
1368,27,22-10-24,Home,82.97,1,5,26,4,Not Returned,UPI,South
1224,43,26-09-23,Sports,195.03,8,5,4,5,Not Returned,PayPal,West
1023,47,02-08-23,Electronics,793.9,9,20,15,5,Not Returned,UPI,Central
1201,43,13-04-24,Electronics,27.05,7,0,1,3,Not Returned,Credit Card,Central
1357,55,20-01-23,Books,156.24,4,25,19,4,Not Returned,Credit Card,West
1140,34,10-12-24,Home,81.73,8,5,14,2,Not Returned,Debit Card,East
1170,42,07-03-24,Books,204.03,5,10,23,5,Not Returned,Credit Card,South
1276,64,02-01-24,Sports,195.18,3,25,13,5,Not Returned,Debit Card,East
1033,49,17-02-23,Electronics,193.49,6,25,17,3,Not Returned,Credit Card,West
1494,32,18-05-23,Electronics,45.29,8,10,11,1,Returned,Debit Card,South
1223,31,10-03-23,Books,27.01,8,25,14,1,Returned,PayPal,West
1143,,29-12-23,Books,100.91,7,25,,2,Not Returned,PayPal,Central
1411,54,22-08-23,Books,25.03,5,10,14,1,Not Returned,Credit Card,North
1444,19,28-09-23,Sports,33.31,6,5,18,1,Not Returned,Credit Card,West
1284,54,10-03-23,Home,164.67,4,25,17,4,Not Returned,UPI,West
1114,51,12-08-24,Sports,27.69,4,15,17,1,Not Returned,UPI,North
1489,53,24-11-24,Sports,42.33,9,15,12,5,Returned,UPI,East
1003,26,18-06-24,Clothing,55.41,1,5,21,4,Not Returned,UPI,Central
1141,27,03-12-24,Sports,122.39,1,10,27,2,Not Returned,Debit Card,East
1130,47,08-01-24,Home,100.62,1,25,23,4,Not Returned,Debit Card,South
1145,,27-07-23,Clothing,104.32,3,10,15,1,Returned,Debit Card,Central
1428,25,10-10-24,Books,26.87,4,10,11,3,Returned,UPI,Central
1152,60,24-06-23,Sports,57.37,9,15,9,,Not Returned,UPI,East
1345,71,18-10-23,Clothing,92.38,3,20,11,4,Not Returned,Debit Card,Central
1292,54,28-01-23,Home,78.48,8,20,20,1,Not Returned,UPI,Central
1375,57,21-02-23,Electronics,57.24,9,15,23,3,Returned,Debit Card,Central
1439,,30-05-24,Books,41.92,6,10,9,1,Not Returned,Credit Card,West
1005,70,24-04-23,Home,36.92,2,15,,4,Not Returned,UPI,Central
1354,18,29-04-23,Books,33.95,3,0,,3,Not Returned,Credit Card,South
1233,73,26-02-24,Home,34.3,5,20,13,3,Not Returned,PayPal,South
1457,25,09-01-23,Books,23.1,8,0,21,2,Not Returned,Credit Card,Central
1232,31,02-01-24,Sports,48.18,2,0,13,2,Not Returned,PayPal,West
1090,71,11-12-23,Electronics,77.85,2,20,19,2,Not Returned,PayPal,West
1240,60,10-05-23,Electronics,74.5,5,0,16,4,Not Returned,Debit Card,West
1062,54,18-07-23,Clothing,45.34,5,20,3,1,Not Returned,PayPal,West
1362,60,14-04-24,Clothing,36.76,6,5,12,4,Not Returned,Debit Card,West
1231,43,03-08-24,Books,108.27,2,15,28,4,Not Returned,UPI,North
1055,22,12-03-24,Electronics,35.96,2,5,7,1,Not Returned,PayPal,Central
1128,41,20-09-24,Electronics,61.91,9,20,1,,Not Returned,Debit Card,Central
1007,30,12-02-23,Sports,218.66,8,25,29,4,Not Returned,PayPal,West
1396,70,10-11-24,Sports,41.8,5,15,19,2,Not Returned,Debit Card,West
1103,64,18-08-23,Books,52.69,5,15,,5,Not Returned,Credit Card,East
1192,43,16-10-24,Books,135.48,4,25,19,3,Not Returned,UPI,West
1093,29,09-07-24,Books,53.82,6,5,2,5,Not Returned,Credit Card,South
1058,55,24-05-23,Electronics,48.31,7,20,1,4,Not Returned,Credit Card,East
1225,45,13-07-23,Clothing,524.38,7,20,6,4,Not Returned,UPI,North
1440,34,01-03-23,Electronics,23.6,1,15,24,2,Returned,Debit Card,West
1331,,17-09-23,Clothing,75.16,9,20,23,2,Not Returned,PayPal,South
1477,21,23-02-23,Electronics,112.27,2,25,2,2,Not Returned,UPI,East
1022,73,12-04-23,Electronics,78.22,2,10,27,3,Not Returned,Credit Card,North
1135,22,19-11-24,Home,81.29,5,0,19,2,Not Returned,Credit Card,North
1080,57,26-03-23,Books,91.57,5,10,5,2,Not Returned,Debit Card,Central
1308,72,24-08-23,Books,125.4,4,10,8,2,Not Returned,Debit Card,West
1196,31,12-09-23,Home,141.73,5,0,17,5,Returned,PayPal,Central
1343,23,07-05-23,Clothing,58.14,4,20,25,5,Not Returned,UPI,North
1235,24,23-05-23,Books,81.34,2,0,,,Not Returned,PayPal,Central
1358,54,03-03-24,Sports,41.66,1,20,17,2,Not Returned,Debit Card,West
1415,38,06-04-24,Sports,59.56,7,20,28,5,In Process,Debit Card,East
1180,38,11-04-23,Clothing,87.88,2,10,10,3,In Process,Credit Card,North
1333,74,11-01-23,Electronics,880.02,1,25,18,1,Not Returned,PayPal,South
1291,23,23-01-23,Sports,153.65,6,0,22,4,Returned,PayPal,East
1004,50,13-03-24,Home,20.32,6,5,10,1,Returned,Debit Card,North
1268,58,27-05-24,Home,53.55,6,10,29,1,Not Returned,PayPal,East
1286,69,27-01-23,Books,54.38,6,10,23,3,Not Returned,UPI,East
1253,56,13-09-24,Electronics,26.51,5,25,26,2,Not Returned,UPI,Central
